week_number,sales_depot_id,sales_channel_id,route_id,client_id,product_id,town,state,client_type,client_name,short_name,brand,weight,pieces,sales_unit_this_week,sales_this_week,returns_unit_next_week,returns_next_week,Real - Procura,Pred - Procura,Pred - Probabilidade de Procura,Pred - Procura - Descrição
6,1111,1,1620,49984,3609,2002 AG. AZCAPOTZALCO,"MÉXICO, D.F.",Small Franchise,LA SURTIDORA,Mantecadas Chocolate ,TR,47.5,3.0,8,71.84,0,0.0,1.0,1,0.65613896,Procura Alta
5,1420,1,2035,12696,35453,2478 SAN NICOLAS,NUEVO LEÓN,General Market/Mart,ABARROTES MIKE,Chocotorro Fresa ,MLA,50.0,1.0,4,17.76,0,0.0,1.0,1,0.8323406,Procura Alta
5,1216,1,4404,1652246,43064,2007 AG. LA VILLA,"MÉXICO, D.F.",Small Franchise,LA ESTRELLA DE ORO,Submarinos Fresa ,MLA,105.0,3.0,1,8.15,0,0.0,0.0,0,0.22509755,Procura Baixa
4,4017,4,4802,10388,49028,2481 WONDER GUERRERO,NUEVO LEÓN,General Market/Mart,7 ELEVEN MTO CUAUHTEMOC,Tortillinas ,TR,310.0,12.0,7,75.6,0,0.0,1.0,1,0.8442253,Procura Alta
5,1221,1,4403,62918,43064,2013 AG. MEGA NAUCALPAN,ESTADO DE MÉXICO,Individual,LLEVELO,Submarinos Fresa ,MLA,105.0,3.0,1,8.15,0,0.0,0.0,0,0.11960057,Procura Baixa
4,1351,1,5002,2199574,32861,2252 AGUASCALIENTES SIGLO XXI,AGUASCALIENTES,Supermarket,MINI SUPER AMANACER,Chocochispas ,LAR,80.0,unknown,6,32.76,0,0.0,1.0,0,0.49635857,Procura Baixa
3,1215,1,1605,200545,35141,2049 AG. IZTAPALAPA 1,"MÉXICO, D.F.",Small Franchise,LA PREFERIDA,Super Pan Blanco Ajonjoli ,WON,567.0,unknown,1,20.5,0,0.0,0.0,0,0.31074262,Procura Baixa
6,1349,1,2021,4188159,43061,2257 CD. VALLES,SAN LUIS POTOSÍ,Oxxo Store,OXXO AUTO PARK,Panera Polvoron ,TR,65.0,14.0,12,51.6,0,0.0,1.0,1,0.8586354,Procura Alta
4,1614,1,1118,278028,2665,2355 JALAPA I,VERACRUZ,Small Franchise,ABTS VINOS Y LICORES MARTINEZ,Tostada Ondulada Tubo ,MR,360.0,30.0,7,112.0,0,0.0,1.0,1,0.5767788,Procura Alta
6,1453,1,2033,1096120,43066,2481 WONDER GUERRERO,NUEVO LEÓN,Individual,ISABEL,Pay Pina ,MLA,85.0,1.0,1,9.63,0,0.0,0.0,0,0.2517581,Procura Baixa
6,1431,1,1123,543672,43202,2474 PIEDRAS NEGRAS,COAHUILA,Eatery,FRUTERIA MARTINEZ DE MORELOS,Mantecadas Vainilla ,BIM,125.0,4.0,26,217.88,0,0.0,1.0,1,0.86167485,Procura Alta
4,2083,4,6602,78923,2025,2083 AZCAPOTZALCO II MARINELA,"MÉXICO, D.F.",Small Franchise,F GDL S241 QRO CONSTITUYENTES,Pan Blanco ,BIM,460.0,unknown,15,270.6,0,0.0,1.0,1,0.99350727,Procura Alta
6,1366,1,1156,557817,40985,2325 TECOMAN,COLIMA,Individual,LIZ,Duo Nito ,BIM,124.0,unknown,3,20.01,0,0.0,0.0,1,0.7528394,Procura Alta
4,4010,1,2103,29087,45496,2487 AEROPUERTO,NUEVO LEÓN,Eatery,REVISTERIA MARQUEZ,Pastisetas sin Azucar ,SUA,70.0,10.0,3,30.42,0,0.0,0.0,0,0.48341244,Procura Baixa
5,4010,1,1227,209610,36899,2487 AEROPUERTO,NUEVO LEÓN,Eatery,CARNICERIA Y ABARROTES LOPEZ,Pan Tostado Mantequilla ,BIM,210.0,unknown,6,83.64,0,0.0,1.0,0,0.14848533,Procura Baixa
3,1121,1,2808,186764,30575,2016 AG. SAN LORENZO,"MÉXICO, D.F.",Small Franchise,LOS PINGOS,Barritas Pina ,MLA,67.0,unknown,5,31.25,0,0.0,1.0,1,0.91936994,Procura Alta
4,2229,1,1001,149216,1160,2386 COATZACOALCOS MLA.,VERACRUZ,Small Franchise,ULTRAMARINOS VINOS Y LICORES LA NUEVA ECONOMICA,Bimbollos ,BIM,450.0,8.0,5,94.3,0,0.0,1.0,0,0.42718944,Procura Baixa
5,1911,1,2166,2035473,43033,2309 NORTE,JALISCO,Individual,ANA MARIA LOPEZ CELIS,Triki Trakes ,MLA,69.0,8.0,7,43.05,0,0.0,1.0,1,0.63203084,Procura Alta
6,1351,1,1156,119792,1240,2252 AGUASCALIENTES SIGLO XXI,AGUASCALIENTES,Individual,PERLA,Mantecadas Vainilla ,BIM,125.0,4.0,5,41.90000000000001,0,0.0,1.0,1,0.781798,Procura Alta
3,1375,1,1106,282046,1242,2329 AG.HUEJUTLA,HIDALGO,General Market/Mart,MISC  NANCY,Donitas Espolvoreadas ,BIM,105.0,6.0,16,122.24,0,0.0,1.0,1,0.7405397,Procura Alta
5,1111,1,1424,1472000,1272,2002 AG. AZCAPOTZALCO,"MÉXICO, D.F.",Small Franchise,LA LUNA,Conchas Chocolate ,BIM,120.0,2.0,2,20.94,0,0.0,0.0,0,0.18800755,Procura Baixa
3,1279,7,3331,2365254,1220,2041 AG. TULTITLAN,ESTADO DE MÉXICO,General Market/Mart,ABARROTES ANA,Colchones ,BIM,130.0,6.0,6,45.84,0,0.0,1.0,1,0.6491218,Procura Alta
4,2213,1,1223,1788350,1220,2396 RUIZ CORTINEZ,TABASCO,Small Franchise,TIENDA COMUNITARIA 3,Colchones ,BIM,130.0,6.0,4,30.56,0,0.0,1.0,0,0.49243104,Procura Baixa
5,1235,1,1106,562919,1284,2057 PUEBLA SUR MARINELA,PUEBLA,General Market/Mart,ABARROTES ARCOIRIS,Rebanada ,BIM,55.0,2.0,29,87.58,0,0.0,1.0,1,0.97177833,Procura Alta
4,1626,1,4405,194396,43068,2377 VERACRUZ SUR MLA,VERACRUZ,Individual,NOE REYES CONTRERAS,Rocko Tira ,MLA,44.0,10.0,10,38.4,0,0.0,1.0,1,0.7406328,Procura Alta
6,1420,1,1112,182782,43198,2478 SAN NICOLAS,NUEVO LEÓN,General Market/Mart,COMERCIAL CASA BLANCA,Colchones ,BIM,130.0,6.0,4,30.56,0,0.0,1.0,0,0.38814583,Procura Baixa
3,1118,1,1410,28453,1250,2007 AG. LA VILLA,"MÉXICO, D.F.",Individual,PEPES,Donas Azucar ,BIM,105.0,4.0,10,76.4,0,0.0,1.0,1,0.8600949,Procura Alta
3,1635,1,1119,278876,1309,2416 PACHUCA II,HIDALGO,General Market/Mart,MISCELANEA YESS,Bimbunuelos ,BIM,66.0,4.0,5,33.8,0,0.0,1.0,1,0.5394124,Procura Alta
4,1557,1,2125,1951715,30575,2568 SAN LUIS R.C.,SONORA,Supermarket,SUPER PAREDONES,Barritas Pina ,MLA,67.0,unknown,3,20.82,0,0.0,0.0,1,0.88243604,Procura Alta
3,1556,1,1009,578446,3631,2563 MEXICALI PONIENTE,BAJA CALIFORNIA NORTE,Small Franchise,ABTS LA YOLI,Pan Integral ,BIM,370.0,unknown,5,85.85,0,0.0,1.0,0,0.3570458,Procura Baixa
3,4046,1,1144,1505157,34255,2485 CHIHUAHUA MARINELA,CHIHUAHUA,Individual,HERNANDEZ,Tostada Ondulada Tubo ,MR,360.0,30.0,2,32.0,0,0.0,0.0,1,0.51671946,Procura Alta
3,1122,1,1062,606597,1129,2019 AG. XALOSTOC,ESTADO DE MÉXICO,Small Franchise,LA ROSITA,Tortillinas ,TR,510.0,20.0,7,123.2,0,0.0,1.0,1,0.75674033,Procura Alta
6,1219,1,1014,344874,3144,2042 AG. TEPOZOTLAN,ESTADO DE MÉXICO,Small Franchise,SAN CARLOS,Pan Multigrano ,BIM,540.0,unknown,2,42.64,0,0.0,0.0,0,0.23685756,Procura Baixa
5,2653,1,1144,198814,1250,2190 BI_SAN FRANCISCO DEL RINCON,GUANAJUATO,Small Franchise,MA DE LOS ANGELES DE ANDA TRUJILLO,Donas Azucar ,BIM,105.0,4.0,5,38.2,0,0.0,1.0,1,0.78408635,Procura Alta
5,1236,1,1611,84226,31298,2056 PUEBLA NORTE MARINELA,PUEBLA,Small Franchise,LA RANITA,Duo Bigotes ,TR,210.0,unknown,8,71.12,0,0.0,1.0,1,0.7154512,Procura Alta
5,1224,1,1624,1349709,35147,2019 AG. XALOSTOC,ESTADO DE MÉXICO,Small Franchise,LA VENTANITA,Wonder ,WON,567.0,unknown,1,20.5,0,0.0,0.0,0,0.14009331,Procura Baixa
6,1112,1,1420,1203220,1309,2004 AG. CUAUTITLAN,ESTADO DE MÉXICO,Individual,ISSAC,Bimbunuelos ,BIM,66.0,4.0,2,13.52,0,0.0,0.0,1,0.6502724,Procura Alta
3,3219,1,1653,350199,30415,2003 AG. COACALCO,ESTADO DE MÉXICO,Individual,NORMA,Polvoroncitos Caseros ,TR,130.0,8.0,3,22.5,0,0.0,0.0,0,0.24322623,Procura Baixa
3,2015,1,1107,211603,972,2154 ATLACOMULCO,ESTADO DE MÉXICO,Small Franchise,CENTRO DE ABASTOS FANY S A DE C V,Roles Canela ,BIM,365.0,6.0,10,189.8,0,0.0,1.0,0,0.34032205,Procura Baixa
5,1678,4,6607,36278,4280,2355 JALAPA I,VERACRUZ,General Market/Mart,ABARROTES FASTI S A  DE C V,Doraditas ,TR,110.0,unknown,28,190.96,0,0.0,1.0,1,0.9716356,Procura Alta
6,1113,1,2108,74092,31507,2008 AG. LAGO FILT,"MÉXICO, D.F.",General Market/Mart,MISCELANEA Y ABARROTES LUCIANITA,Polvoron ,MLA,113.0,6.0,5,31.25,0,0.0,1.0,1,0.72418576,Procura Alta
4,1220,1,1206,618901,1278,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO,Individual,MARY,Nito ,BIM,62.0,1.0,30,135.0,0,0.0,1.0,1,0.9831412,Procura Alta
4,1213,1,1007,350046,1146,2041 AG. TULTITLAN,ESTADO DE MÉXICO,Individual,COMPRAS FLASH,Pan Integral ,BIM,675.0,unknown,7,149.73,0,0.0,1.0,0,0.39640498,Procura Baixa
6,1245,1,1015,1078074,1182,2036 APIZACO MARINELA,TLAXCALA,Individual,TOMY,Tostado ,BIM,210.0,unknown,6,83.64,0,0.0,1.0,1,0.7245182,Procura Alta
3,2237,1,1105,1980447,2665,2402 TUXTLA,CHIAPAS,Individual,MARIA ANTONIETA,Tostada Ondulada Tubo ,MR,360.0,30.0,1,16.0,0,0.0,0.0,0,0.46973372,Procura Baixa
4,1119,1,1060,59472,1150,2013 AG. MEGA NAUCALPAN,ESTADO DE MÉXICO,Small Franchise,LAS AGUILAS,Medias Noches ,BIM,340.0,8.0,8,111.68,0,0.0,1.0,1,0.66973555,Procura Alta
6,1126,1,1034,352135,1129,2017 AG. SANTA CLARA,ESTADO DE MÉXICO,Small Franchise,SAN MARTIN,Tortillinas ,TR,510.0,20.0,6,105.6,0,0.0,1.0,1,0.7873611,Procura Alta
3,1235,1,1101,2445934,35651,2057 PUEBLA SUR MARINELA,PUEBLA,Supermarket,MINI SUPER OASIS,Madalenas ,BIM,93.0,3.0,10,75.0,0,0.0,1.0,1,0.8400286,Procura Alta
3,1121,1,1416,375903,1284,2016 AG. SAN LORENZO,"MÉXICO, D.F.",Individual,DON CHUCHO,Rebanada ,BIM,55.0,2.0,20,60.4,0,0.0,1.0,1,0.9883922,Procura Alta
4,1120,1,1621,173754,325,2018 AG. TEPALCATES 2,"MÉXICO, D.F.",Small Franchise,LA NUEVA,Tuinky Vainilla ,WON,114.0,3.0,3,24.45,0,0.0,0.0,0,0.1655335,Procura Baixa
4,1219,1,2108,1294286,32937,2042 AG. TEPOZOTLAN,ESTADO DE MÉXICO,Small Franchise,LA LUPITA,Plativolos ,MLA,92.0,10.0,3,21.12,0,0.0,0.0,0,0.37312868,Procura Baixa
6,1232,1,5001,199820,35141,2059 Queretaro Balvanera,Queretaro de Arteaga,Individual,TITO,Super Pan Blanco Ajonjoli ,WON,567.0,unknown,1,20.5,0,0.0,0.0,0,0.22940704,Procura Baixa
4,1127,1,1414,430437,1240,2003 AG. COACALCO,ESTADO DE MÉXICO,Small Franchise,LA ESPERANZA,Mantecadas Vainilla ,BIM,125.0,4.0,5,41.9,0,0.0,1.0,1,0.81013876,Procura Alta
5,1212,1,1624,4461416,30214,2064 AG. TEPALCATES 1,"MÉXICO, D.F.",NO IDENTIFICADO,NO IDENTIFICADO,Tartinas Fresa ,TR,104.0,8.0,6,54.0,0,0.0,1.0,0,0.35791546,Procura Baixa
4,1219,1,1014,331250,1125,2042 AG. TEPOZOTLAN,ESTADO DE MÉXICO,Individual,YACKY,Tortillinas ,TR,255.0,10.0,10,96.0,0,0.0,1.0,1,0.8298497,Procura Alta
3,1120,1,1461,18187,1220,2018 AG. TEPALCATES 2,"MÉXICO, D.F.",Individual,NUEVO PROGRESO,Colchones ,BIM,130.0,6.0,10,76.4,0,0.0,1.0,1,0.60265565,Procura Alta
3,1310,1,1053,894084,73,2260 GONZALEZ GALLO,JALISCO,General Market/Mart,MEDICINAS LA PROVIDENCIA,Pan Multigrano Linaza ,BIM,540.0,unknown,6,127.92,0,0.0,1.0,0,0.20432182,Procura Baixa
3,1385,4,6614,2411640,43039,2269 PUERTO VALLARTA BIMBO,JALISCO,Individual,KIOSKO TAMPICO,Cuernitos ,TR,100.0,unknown,7,65.66,0,0.0,1.0,1,0.7596918,Procura Alta
3,1968,4,4901,1680222,46085,2314 SAN LUCAS,BAJA CALIFORNIA SUR,Oxxo Store,OXXO CABO PARAISO,Donitas Espolvoreadas ,BIM,105.0,6.0,30,237.4,0,0.0,1.0,1,0.9570918,Procura Alta
4,4017,4,4912,4690437,43202,2481 WONDER GUERRERO,NUEVO LEÓN,NO IDENTIFICADO,NO IDENTIFICADO,Mantecadas Vainilla ,BIM,125.0,4.0,4,33.6,0,0.0,1.0,1,0.88928485,Procura Alta
5,2031,1,1702,248766,35144,2178 URIANGATO,GUANAJUATO,Individual,CONSTANZA PURECO MOLINA,Wonder ,WON,567.0,unknown,2,41.0,2,41.0,0.0,0,0.293215,Procura Baixa
4,1936,1,1157,1460759,1242,2300 LEON MILENIUM,GUANAJUATO,Small Franchise,MARIA ISABEL CARRILLO GUZMAN,Donitas Espolvoreadas ,BIM,105.0,6.0,12,91.68,0,0.0,1.0,1,0.7209546,Procura Alta
3,1123,1,1414,496303,1232,2094 CHALCO_BM,ESTADO DE MÉXICO,Small Franchise,LA CAVA,Panque Nuez ,BIM,255.0,unknown,7,127.68,0,0.0,1.0,1,0.6945256,Procura Alta
3,2013,1,1015,1918974,3631,2177 AGENCIA SUANDY,ESTADO DE MÉXICO,General Market/Mart,MISCELANEA ALEX,Pan Integral ,BIM,370.0,unknown,6,98.1,0,0.0,1.0,0,0.27062774,Procura Baixa
5,22560,1,1074,159973,1146,2560 LAS TORRES,SONORA,Individual,ALVA,Pan Integral ,BIM,675.0,unknown,9,192.51,0,0.0,1.0,1,0.6838877,Procura Alta
5,1387,1,1121,836862,31423,2272 SAN LUIS REY,SAN LUIS POTOSÍ,Individual,JULIO CESAR ORTEGA IBARRA,Donas Azucar Tubo ,BIM,158.0,10.0,3,32.07,0,0.0,0.0,1,0.6067489,Procura Alta
5,1118,1,1017,715262,2233,2007 AG. LA VILLA,"MÉXICO, D.F.",Individual,DOS ARBOLITOS,Pan Blanco ,BIM,640.0,unknown,16,319.04,0,0.0,1.0,1,0.73086923,Procura Alta
3,1212,1,1025,825934,1182,2064 AG. TEPALCATES 1,"MÉXICO, D.F.",Small Franchise,LA CASITA,Tostado ,BIM,210.0,unknown,10,139.4,0,0.0,1.0,1,0.84463805,Procura Alta
6,1116,1,1615,978515,35141,2011 AG. SAN ANTONIO,"MÉXICO, D.F.",Supermarket,MINISUPER DAAN,Super Pan Blanco Ajonjoli ,WON,567.0,unknown,1,20.5,0,0.0,0.0,0,0.41131103,Procura Baixa
5,1419,1,2119,2331826,30549,2467 LINCOLN,NUEVO LEÓN,Individual,JUNIOR,Suavicremas Chocolate ,MLA,84.0,unknown,3,16.14,0,0.0,0.0,0,0.39338243,Procura Baixa
5,1471,1,4444,178847,35453,2516 ESCOBEDO,NUEVO LEÓN,Small Franchise,2 HERMANAS,Chocotorro Fresa ,MLA,50.0,1.0,3,13.32,0,0.0,0.0,1,0.7730057,Procura Alta
5,1219,1,1609,334391,35452,2042 AG. TEPOZOTLAN,ESTADO DE MÉXICO,Small Franchise,SAN AGUSTIN,Chocotorro Fresa ,MLA,50.0,1.0,16,71.04,0,0.0,1.0,1,0.6283569,Procura Alta
4,1602,1,1104,280296,36910,2417 ZACATLAN,PUEBLA,Individual,IGNACIO PINEDA FUENTES,Bigotes Crema Pastelera ,TR,60.0,unknown,0,0.0,3,15.75,0.0,1,0.73085773,Procura Alta
6,1420,1,2035,12627,43066,2478 SAN NICOLAS,NUEVO LEÓN,Individual,ABTES CEDROS,Pay Pina ,MLA,85.0,1.0,3,28.89,0,0.0,0.0,0,0.34528035,Procura Baixa
3,1127,1,1001,428201,1182,2003 AG. COACALCO,ESTADO DE MÉXICO,Individual,PARDO,Tostado ,BIM,210.0,unknown,4,55.76,0,0.0,1.0,1,0.82882,Procura Alta
5,1236,1,1123,87655,1240,2056 PUEBLA NORTE MARINELA,PUEBLA,Individual,HNOS  TELLEZ,Mantecadas Vainilla ,BIM,125.0,4.0,4,33.52,0,0.0,1.0,1,0.7105459,Procura Alta
3,1111,1,1017,1379527,31392,2002 AG. AZCAPOTZALCO,"MÉXICO, D.F.",Small Franchise,VINOS Y LICORES LUPITA,Pan Doble Fibra ,BIM,640.0,unknown,5,111.1,0,0.0,1.0,0,0.13169192,Procura Baixa
4,1219,1,1111,334645,1284,2042 AG. TEPOZOTLAN,ESTADO DE MÉXICO,Individual,CRISTY,Rebanada ,BIM,55.0,2.0,4,12.08,0,0.0,1.0,1,0.9662822,Procura Alta
3,1347,1,1175,4544372,1064,2251 AGUASCALIENTES NORTE,AGUASCALIENTES,NO IDENTIFICADO,NO IDENTIFICADO,Panque Marmol ,BIM,255.0,unknown,1,16.67,0,0.0,0.0,0,0.18336153,Procura Baixa
5,3214,1,1620,2025004,3609,2017 AG. SANTA CLARA,ESTADO DE MÉXICO,Individual,PAO,Mantecadas Chocolate ,TR,47.5,3.0,5,44.9,0,0.0,1.0,1,0.51873744,Procura Alta
3,2213,1,1031,1224356,1109,2396 RUIZ CORTINEZ,TABASCO,General Market/Mart,ABARROTES MONTERREY HUINAPOL,Pan Blanco Chico ,BIM,360.0,unknown,23,345.23,0,0.0,1.0,1,0.6424115,Procura Alta
6,1218,1,4414,17731,43215,2040 AG. CENTRO,"MÉXICO, D.F.",Individual,CASA LUCHA,Pastisetas ,SUA,75.0,unknown,4,40.56,0,0.0,1.0,1,0.7517207,Procura Alta
4,1420,1,5501,13626,32864,2478 SAN NICOLAS,NUEVO LEÓN,Small Franchise,ABTES  LOS CUATES,Chocochispas ,LAR,170.0,unknown,1,9.35,0,0.0,0.0,0,0.46389174,Procura Baixa
3,1556,1,2104,497769,30568,2563 MEXICALI PONIENTE,BAJA CALIFORNIA NORTE,Individual,GUTIERREZ,Barritas Fresa Salvado ,MLA,67.0,unknown,5,38.55,0,0.0,1.0,1,0.79233885,Procura Alta
3,1243,1,1011,70372,1109,2065 TOLUCA CENTRO,ESTADO DE MÉXICO,Individual,YOLITA,Pan Blanco Chico ,BIM,360.0,unknown,6,90.06,0,0.0,1.0,1,0.57010704,Procura Alta
3,1945,1,1256,4477374,1212,2322 ZAMORA MADERO,MICHOACÁN,NO IDENTIFICADO,NO IDENTIFICADO,Roles Canela ,BIM,120.0,2.0,2,16.76,0,0.0,0.0,0,0.3541311,Procura Baixa
5,1220,1,1606,1267446,4280,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO,Individual,YOYIS,Doraditas ,TR,110.0,unknown,2,12.0,0,0.0,0.0,1,0.77050847,Procura Alta
5,22362,1,1154,278736,41938,2362 AG.PACHUCA,HIDALGO,Individual,QUIQUE,Mantecadas Nuez ,BIM,123.0,unknown,2,19.82,0,0.0,0.0,0,0.48830327,Procura Baixa
6,1126,1,1408,597036,1309,2017 AG. SANTA CLARA,ESTADO DE MÉXICO,Individual,MONY,Bimbunuelos ,BIM,66.0,4.0,7,47.31999999999999,0,0.0,1.0,1,0.55830824,Procura Alta
3,1138,1,1018,197393,1125,2015 AG. ROJO GOMEZ,"MÉXICO, D.F.",Small Franchise,LA PRINCIPAL,Tortillinas ,TR,255.0,10.0,26,249.6,0,0.0,1.0,1,0.9158266,Procura Alta
5,1374,4,6601,4562632,1064,2251 AGUASCALIENTES NORTE,AGUASCALIENTES,NO IDENTIFICADO,NO IDENTIFICADO,Panque Marmol ,BIM,255.0,unknown,1,17.02,0,0.0,0.0,1,0.5816466,Procura Alta
5,1215,1,4401,661569,37058,2049 AG. IZTAPALAPA 1,"MÉXICO, D.F.",Individual,NOCHE BUENA,Choco Roles ,MLA,80.0,2.0,33,247.5,0,0.0,1.0,1,0.774013,Procura Alta
6,1219,1,1013,334492,42110,2042 AG. TEPOZOTLAN,ESTADO DE MÉXICO,Individual,SANDY,Tortillinas ,TR,255.0,10.0,13,124.8,0,0.0,1.0,1,0.7385348,Procura Alta
3,1633,1,1116,3200998,3270,2360 OAXACA BIMBO,OAXACA,Small Franchise,EL ARENAL,Conchas Vainilla ,BIM,120.0,2.0,1,10.47,0,0.0,0.0,0,0.41032013,Procura Baixa
4,1170,4,6605,1911989,1120,2001 AG. ATIZAPAN,ESTADO DE MÉXICO,Oxxo Store,OXXO QUETZAL,Pan Blanco ,BIM,680.0,unknown,8,168.56,2,42.14,1.0,1,0.799296,Procura Alta
3,2263,1,1130,2214141,1240,2263 LIBERTAD,JALISCO,Individual,CECILIA,Mantecadas Vainilla ,BIM,125.0,4.0,7,63.49,0,0.0,1.0,1,0.703035,Procura Alta
3,1613,1,2152,188991,30532,2361 ORIZABA,VERACRUZ,Individual,STA CRUZ,Principe ,MLA,106.0,10.0,2,15.56,0,0.0,0.0,1,0.9049955,Procura Alta
6,1124,1,1018,1514523,32132,2021 AG. XOCHIMILCO 2,"MÉXICO, D.F.",Individual,LUPITA,Salmas Maiz Horn ,SAN,108.0,unknown,4,31.48,0,0.0,1.0,1,0.6122044,Procura Alta
3,1117,1,1454,2336200,31423,2001 AG. ATIZAPAN,ESTADO DE MÉXICO,Individual,AVE FENIX,Donas Azucar Tubo ,BIM,158.0,10.0,7,74.83,0,0.0,1.0,0,0.46636978,Procura Baixa
5,1955,1,2112,944108,30555,2290 DURANGO BIMBO,DURANGO,Small Franchise,MARIA DEL ROSARIO ESTRADA HERNANDEZ,Suavicremas Vainilla ,MLA,84.0,unknown,1,5.38,0,0.0,0.0,0,0.43016684,Procura Baixa
4,1137,1,2116,213363,36748,2014 AG. NEZA,ESTADO DE MÉXICO,Individual,DON PEDRO,Polvorones Tubo ,MLA,287.0,unknown,1,11.53,0,0.0,0.0,0,0.27896073,Procura Baixa
5,3226,4,6613,1873538,635,2018 AG. TEPALCATES 2,"MÉXICO, D.F.",General Market/Mart,MI BODEGA EXPRESS FRAY SERVANDO,Donas Azucar ME ,BIM,210.0,8.0,12,163.08,0,0.0,1.0,1,0.8054979,Procura Alta
5,1557,1,5020,24413,30694,2568 SAN LUIS R.C.,SONORA,Individual,MARIA LUISA,Polvoroncitos Caseros ,TR,130.0,8.0,8,74.16,0,0.0,1.0,1,0.7401656,Procura Alta
6,1137,1,1460,213488,1309,2014 AG. NEZA,ESTADO DE MÉXICO,Individual,CASA CABRERA,Bimbunuelos ,BIM,66.0,4.0,13,87.88,0,0.0,1.0,1,0.5941978,Procura Alta
4,3213,1,1659,44269,30415,2027 AG. VALLEJO,"MÉXICO, D.F.",Small Franchise,LAS PALMAS,Polvoroncitos Caseros ,TR,130.0,8.0,8,60.0,0,0.0,1.0,1,0.5768311,Procura Alta
5,1587,4,6626,4367242,1150,2289 CULIACAN MARINELA,SINALOA,NO IDENTIFICADO,NO IDENTIFICADO,Medias Noches ,BIM,340.0,8.0,10,147.0,0,0.0,1.0,1,0.69981706,Procura Alta
5,2034,1,1045,253106,34050,2167 MORELIA LA HUERTA,MICHOACÁN,Small Franchise,MA  DEL CARMEN ROMERO AQUINO,Tortillas Harina Burreras ,DH,300.0,6.0,4,32.0,0,0.0,1.0,1,0.66559213,Procura Alta
5,2055,1,1054,1339142,48077,2055 Pinotepa,PUEBLA,General Market/Mart,MISCELANEA PINAL,Totopo Chilaquiles ,MR,280.0,unknown,4,57.04,0,0.0,1.0,0,0.4222048,Procura Baixa
5,1223,1,1154,4210638,3270,2070 AG. XOCHIMILCO 1,"MÉXICO, D.F.",NO IDENTIFICADO,NO IDENTIFICADO,Conchas Vainilla ,BIM,120.0,2.0,3,31.41,0,0.0,0.0,0,0.38037723,Procura Baixa
6,1368,4,6609,175834,1064,2260 GONZALEZ GALLO,JALISCO,Small Franchise,F GDL S234 INDEPENDENCIA CENTRO,Panque Marmol ,BIM,255.0,unknown,1,17.02,0,0.0,0.0,1,0.66186404,Procura Alta
6,1368,4,6609,175834,1064,2260 GONZALEZ GALLO,JALISCO,Small Franchise,F  GDL S234 INDEPENDENCIA CENTRO,Panque Marmol ,BIM,255.0,unknown,1,17.02,0,0.0,0.0,1,0.66186404,Procura Alta
4,1387,1,1121,1537232,1240,2272 SAN LUIS REY,SAN LUIS POTOSÍ,Supermarket,EL NORTEÑO SUPER CENTRO COMERCIAL,Mantecadas Vainilla ,BIM,125.0,4.0,4,33.52,0,0.0,1.0,1,0.8035316,Procura Alta
3,3213,1,2113,703246,30575,2027 AG. VALLEJO,"MÉXICO, D.F.",Individual,JERRY,Barritas Pina ,MLA,67.0,unknown,5,31.25,0,0.0,1.0,1,0.92903364,Procura Alta
3,1471,1,1612,179021,45112,2516 ESCOBEDO,NUEVO LEÓN,Small Franchise,MARICELA FELIX HUERTA,Conchas ,TR,180.0,3.0,10,125.9,0,0.0,1.0,1,0.54805547,Procura Alta
5,1119,1,1001,21941,1109,2013 AG. MEGA NAUCALPAN,ESTADO DE MÉXICO,Small Franchise,LA FLOR DE COLIMA,Pan Blanco Chico ,BIM,360.0,unknown,11,165.11,0,0.0,1.0,1,0.7735356,Procura Alta
5,1224,1,2165,715144,36748,2019 AG. XALOSTOC,ESTADO DE MÉXICO,General Market/Mart,LA DIVINA PROVIDENCIA,Polvorones Tubo ,MLA,287.0,unknown,2,23.06,0,0.0,0.0,0,0.27098238,Procura Baixa
5,1690,11,3906,1922748,30554,2355 JALAPA I,VERACRUZ,Eatery,DULCERIA YAQUELIN,Suavicremas Vainilla ,MLA,84.0,unknown,2,10.76,0,0.0,0.0,1,0.580647,Procura Alta
3,1120,1,2117,1263638,30572,2018 AG. TEPALCATES 2,"MÉXICO, D.F.",Individual,D PAO,Barritas Fresa ,MLA,67.0,unknown,18,112.5,0,0.0,1.0,1,0.92989975,Procura Alta
5,1332,1,2164,365271,30575,2255 CD GUZMAN,JALISCO,Individual,ANA ELVIRA,Barritas Pina ,MLA,67.0,unknown,7,43.75,0,0.0,1.0,1,0.7444514,Procura Alta
4,3216,1,1656,493356,36920,3216 NUEVO LAREDO,TAMAULIPAS,Small Franchise,LA ESCONDIDA,Bisquet ,TR,140.0,3.0,3,28.8,0,0.0,0.0,1,0.51096916,Procura Alta
6,1110,7,3306,4197518,4245,2008 AG. LAGO FILT,"MÉXICO, D.F.",NO IDENTIFICADO,NO IDENTIFICADO,Conchas ,TR,120.0,2.0,25,262.0,0,0.0,1.0,1,0.68182147,Procura Alta
